Data: time (UT sec of day),lat,lon,alt(m),reduced chi^2,P(dBW),mask
25943.380032771,33.52728358,-101.59819324,10405.87,0.62,-6.2,0xa26
25943.432342679,31.81098167,-99.24037437,33910.89,1.2,13.8,0x32a
25944.06103257,33.64470532,-101.45958515,22888.26,1.27,-3.0,0xbc0
25945.833168778,34.47293038,-101.79734382,99804.38,0.65,12.2,0x48e
25946.607945536,33.19223396,-98.35504336,17064.57,0.09,12.1,0xa2a
25946.961240761,33.17051101,-98.3238765,20926.74,0.09,9.3,0xa2a
25947.027583793,33.32973847,-101.66349656,19218.72,0.11,-1.2,0x9d0
25947.618257337,35.5777965,-101.74291282,256489.25,0.27,23.2,0xb44
25947.898442232,31.11893019,-100.58575531,20089.21,0.0,9.4,0xa2a
25947.982419781,31.085121,-100.56505726,17406.55,0.22,10.6,0xb2a
25948.02569825,33.32056895,-98.10532667,11125.44,0.92,12.0,0xb2a
25948.303296688,33.80700038,-101.86403779,8834.55,0.75,-5.6,0x334
25948.541812122,32.39290786,-99.73626778,14580.69,0.75,10.1,0x22e
25948.674810943,32.26883413,-98.60178366,13798.86,0.28,13.6,0x12e
25948.78576014,32.17290755,-98.58128006,14222.99,0.31,11.6,0x32e
25948.920920338,33.58193165,-101.08360416,31662.11,1.47,1.4,0x334
25949.0082968,32.00576498,-99.30511372,8049.61,0.88,9.5,0x32a
25949.01784995,31.97359887,-99.26771849,11893.82,0.03,16.7,0xb6e
25949.029753161,31.99750674,-99.31042136,10012.06,0.63,12.7,0x32a
25949.242147635,33.13568572,-102.34567631,160730.92,0.0,9.5,0x2b8
25949.740962663,31.20446977,-100.21203871,16727.09,0.0,10.1,0x32a
25949.886299516,31.20350932,-100.15182408,12790.15,0.15,17.6,0x36e
25949.892230875,33.58204292,-102.28874751,79534.49,1.19,-2.4,0x98a
25949.929489333,31.18758331,-100.13392045,15112.06,1.44,10.4,0xb2a
25949.985333543,32.07025202,-99.05457241,39087.42,0.02,10.5,0x32a
25949.997623107,32.25935666,-99.36636999,15271.92,0.15,11.4,0x32a
25950.037487274,31.21610662,-100.21948599,23250.01,0.0,8.1,0x32a
25950.068015543,31.21993817,-100.26269708,22502.16,0.08,9.4,0xa2a
25950.112709736,31.26057536,-100.31375017,8794.11,1.48,16.7,0xb6a
25950.117482718,31.19906538,-100.22070521,25704.68,0.69,10.3,0xb2a
25950.135345259,33.8864368,-103.58157123,167597.39,0.11,12.7,0x8c6
25950.13800563,32.79729121,-102.1258625,78194.03,0.72,5.2,0x946
25950.184516114,31.36760689,-100.26032262,18552.46,0.08,15.4,0xb2a
25950.21206154,31.40512476,-100.27404153,10794.63,0.0,11.5,0x22e
25950.212542649,33.57093073,-101.93980571,18947.55,0.53,-9.0,0x81e
25950.21936043,31.38133757,-100.25427196,15688.73,0.23,13.9,0xb2a
25950.235265347,31.39221191,-100.25291535,12196.88,0.02,12.7,0xa6a
25950.237132758,31.19338601,-100.25435379,8511.22,1.52,12.3,0x34a
25950.40570048,31.1960279,-100.2283823,20076.3,0.14,10.4,0xb22
25950.427879561,31.32284026,-100.40204358,15696.84,0.17,15.9,0xa6c
25950.508229808,32.72825802,-101.249637,17874.89,1.17,11.7,0x26a
25950.56887957,31.1521578,-100.32577118,24887.67,0.33,11.7,0xb2a
25950.623274451,31.15420313,-100.31534073,22254.07,0.32,10.8,0xb2a
25950.639420797,31.2028896,-100.34354171,10069.22,1.18,15.2,0xb6e
25950.64002003,31.15314117,-100.31090737,15196.5,0.36,10.6,0xb28
25950.675426614,31.17601219,-100.31400785,19249.48,0.23,13.2,0xb2a
25950.767886022,31.2694166,-100.16279837,18690.35,0.22,12.8,0xb2a
25950.788726378,33.62408916,-101.800549,16332.28,0.71,-6.5,0xac2
25950.803881254,33.70650815,-101.00635825,15094.8,0.47,2.1,0x30e
25950.827857265,31.26934597,-100.15941838,18112.61,0.55,16.0,0xb2a
25950.852870113,31.26068499,-100.15394712,18131.25,0.42,18.5,0xb2a
25950.886805898,31.27069695,-100.12751137,19355.51,0.15,8.5,0xa2a
25950.887834994,33.34084139,-101.85653249,17560.91,0.82,-7.0,0x8a6
25950.975770451,31.2524811,-100.08979945,19007.6,0.28,13.2,0xb2a
25951.636337093,36.14367058,-103.29922375,99936.37,0.76,15.6,0xaa4
25951.85525145,33.78990734,-101.97246589,26764.63,1.83,-6.3,0x88e
25951.903570683,33.27783782,-103.19367488,31246.36,0.15,8.8,0xa94
25951.960077588,33.77269671,-101.39309563,8927.37,1.27,-5.4,0x38a
25952.370611522,33.46672955,-101.7557697,15790.8,1.36,-2.2,0x964
25952.718933359,33.50030197,-100.72095407,345173.34,0.76,18.4,0xa94
25952.787020399,33.59161419,-102.30659951,83736.9,1.11,9.3,0x8f0
25952.831650888,31.85961364,-99.28509481,14018.84,0.92,12.4,0x32e
25952.836482062,31.89082237,-99.33040114,9721.93,0.94,9.7,0x32a
25952.858740033,31.8391656,-99.26926353,13386.6,0.13,16.3,0xb6e
25952.87116503,32.23831751,-99.58273766,330992.33,1.11,11.7,0xaa8
25952.98712512,33.23733063,-101.79150826,4697.49,0.56,0.8,0x1b4
25953.152984606,33.66726508,-101.76841885,23096.43,1.43,-5.1,0x386
25953.686744846,33.67206685,-101.13378377,142666.66,0.65,5.0,0x2e2
25953.885870532,33.90778224,-101.66998635,50560.13,1.04,0.2,0x3b0
25954.077452659,33.57070458,-101.97314548,8935.38,0.58,-9.8,0xb30
25954.469987676,32.75219218,-101.34579782,158951.26,0.48,13.2,0x1c6
25955.220497292,31.99976917,-99.24731863,14773.6,0.28,10.7,0x32a
25955.311068992,34.29937114,-101.44560849,115140.84,0.2,9.1,0x9a8
25955.838773805,33.73580084,-101.90899297,9067.16,0.01,0.4,0xcc4
25956.086154814,33.56894141,-103.47528572,204207.61,0.19,20.8,0xa54
25956.459952257,32.9686758,-101.46537524,78004.07,0.95,1.6,0x8b8
25957.102386533,33.83373968,-101.78733747,13832.79,0.44,-5.3,0x9b0
25957.737948309,33.84202076,-102.26366427,47027.79,0.36,5.3,0xa34
25957.986758737,33.6370963,-101.84090957,17379.84,0.28,-0.6,0x874
25958.020700769,33.70069474,-101.71346386,88858.01,0.23,12.6,0x46c
25958.17140826,31.83758554,-100.05271049,9241.87,0.34,10.5,0x32e
25959.470869797,33.58810242,-102.72350089,113384.41,0.0,5.1,0xa16
25959.7119511,31.4278579,-100.19273262,11965.64,0.01,7.0,0xb0a
25959.725548891,31.45669133,-100.20247247,12893.6,0.31,8.0,0x32a
25959.737596766,31.45579829,-100.18580442,8956.02,0.21,11.1,0x32a
25959.737900744,31.49546292,-100.2122864,7949.91,0.74,10.8,0x32a
25959.738152833,31.43510267,-100.17312741,13129.7,0.04,10.1,0x22e
25959.758365241,31.4264409,-100.14471142,10337.66,0.04,11.2,0xb2e
25959.910156,30.0377194,-99.44803836,101936.98,0.31,19.1,0x32c
25959.912627761,31.48711679,-100.20442799,15051.52,0.28,10.3,0xb2a
25959.926578785,33.77844246,-102.07748958,23522.66,0.68,-1.3,0x698
25959.939962562,31.35699145,-100.32501029,18344.46,0.54,12.0,0xb28
25959.947587583,31.53393996,-100.33470413,7743.63,1.29,10.6,0x32a
25959.962112999,31.51121586,-100.18511965,17231.12,0.13,9.8,0xb2a
25959.996498492,31.33270027,-100.24008944,11465.2,0.11,19.3,0xb6e
25960.014397015,31.35393146,-100.21867589,16358.19,0.09,11.2,0x12e
25960.037264661,31.31366681,-100.16710509,30698.5,1.41,12.3,0xb2a
25960.038811495,31.39973038,-100.22639827,10284.98,0.86,11.1,0x32a
25960.244844856,31.28105908,-99.99879193,14558.54,1.21,11.8,0xb2a
25960.43356033,33.79342186,-101.48279555,6518.79,0.1,-9.3,0x38a
25960.81085915,31.21295316,-100.13894238,12872.31,1.57,17.3,0x32a
25961.470167754,33.56354739,-101.62412399,84537.99,0.83,-0.1,0xa1c
25962.036429055,33.79194391,-102.00578471,22319.7,0.05,-9.0,0xaa4
25962.565979481,31.79310218,-99.21555001,12025.3,0.03,20.8,0xb2e
25962.587608432,33.62478529,-101.94029688,14238.37,0.15,-2.8,0x88e
25962.652751521,33.73081685,-101.68554372,10779.54,1.23,-6.7,0x2c6
25962.669945677,33.5590938,-102.09206124,38368.08,0.23,4.3,0x896
25962.677441031,33.44764335,-102.25216943,83091.38,1.43,-1.2,0x266
25962.695094966,31.81669854,-99.23315005,13767.3,0.05,15.2,0xb2a
25962.697624735,31.63332716,-98.97112613,16737.48,1.13,13.8,0x22e
25962.759827801,31.80812151,-99.2095407,15572.85,0.15,18.6,0xb2a
25962.76358076,31.88687285,-99.31363892,8656.51,1.81,13.8,0x32e
25962.947965123,31.8327731,-99.21436661,9149.77,0.14,13.9,0x82e
25963.003152749,31.80177312,-99.24463471,16075.07,0.0,12.5,0x32a
25963.013053804,31.82594765,-99.27541245,24010.12,1.95,13.7,0xb2e
25963.01354372,32.33705844,-99.96889475,14578.67,0.95,15.6,0x42e
25963.660642888,33.18238421,-98.46858262,19173.85,1.83,14.9,0xb2a
25964.890210838,31.15339038,-100.26256176,21558.35,1.31,12.1,0xb2a
25965.017046908,35.85485474,-101.55472615,278074.81,0.06,11.3,0x236
25965.025594272,31.20493273,-100.29600885,17204.4,0.07,9.5,0xb2a
25965.121813582,31.25825786,-100.32611273,17783.14,0.01,9.3,0xb2a
25965.18845844,33.79603183,-102.01116715,8941.58,0.01,-9.7,0x968
25965.25007238,31.25096407,-100.27295818,18391.98,0.04,14.0,0xb2a
25965.37214466,31.24467922,-100.19825297,17928.99,0.01,12.5,0x32a
25965.384763557,31.20543137,-100.16642205,23051.48,0.92,18.0,0xb2a
25965.384921282,31.22776625,-100.18853203,22443.97,0.08,10.2,0x32a
25965.401535455,31.28670002,-100.17077636,17444.96,0.16,17.9,0xb2a
25965.405653094,31.28912213,-100.15988367,12125.71,0.02,13.4,0xb2e
25965.408744798,31.27103699,-100.17938797,13519.66,0.0,14.9,0x22e
25965.413566461,31.28731821,-100.15505445,12271.17,0.15,12.2,0xb2e
25965.423040629,31.30807755,-100.1647758,13904.41,0.43,12.2,0xb2a
25965.425115369,31.36997033,-100.20612815,9320.68,1.09,9.9,0x32a
25965.465172687,31.31402677,-100.16487753,14305.21,0.12,13.5,0xb2e
25965.595205089,31.37375408,-100.3228172,13521.47,0.0,8.1,0x32a
25965.609841823,31.40799555,-100.35220001,16067.98,0.1,10.7,0xa2a
25965.630610267,31.38005707,-100.3458607,14774.92,0.0,7.0,0x32a
25965.650264267,31.37683033,-100.35601808,11471.34,0.56,9.9,0xb2a
25965.748302788,34.96696644,-102.73593875,122739.37,1.35,19.9,0x934
25965.897984826,33.17986273,-98.32157616,15198.78,0.18,10.6,0x32a
25965.953712683,33.68799231,-101.61137884,8124.79,1.02,-7.8,0x11e
25966.535967982,33.99546148,-101.3676068,60884.17,0.08,-0.1,0x1aa
25966.819133017,33.00552805,-101.26934986,62061.51,0.36,0.8,0x98a
25967.019223631,33.37472103,-101.85419301,41971.46,0.01,3.6,0x9c4
25968.564493001,33.4038128,-98.62810875,21398.69,0.08,8.9,0x70a
25969.251294908,33.5268696,-100.04425247,21370.02,0.0,5.6,0x32a
25970.151616476,33.88049257,-102.10925715,95017.85,0.04,13.5,0x8d4
25970.500432882,34.20316089,-102.02294418,25751.8,1.58,9.7,0x1b4
25971.901295475,34.06164892,-102.68011086,86843.56,0.49,-1.6,0xa32
25972.297125939,31.31747772,-100.23668684,11651.12,0.73,12.1,0xb26
25972.323928856,31.23087458,-100.18705544,9205.97,0.07,9.7,0xb2a
25972.324113078,31.2922698,-100.22657515,7993.76,1.07,11.3,0x32a
25972.368251992,31.1889196,-100.16695057,11958.83,0.89,10.7,0xb2a
25972.369875029,31.13932242,-100.13471758,14161.4,0.13,10.9,0x32a
25972.401522795,33.47253134,-102.10993932,10893.67,0.23,-13.5,0xa2c
25972.468436305,22.59286672,-95.03206187,540471.83,0.15,28.0,0x368
25972.487774721,31.20862101,-100.18119954,8484.81,1.06,10.1,0x32a
25972.51041703,31.24222969,-100.12167872,15168.66,0.09,14.8,0x32e
25972.550121881,31.30370808,-100.22212929,13552.37,0.1,9.5,0xb2a
25972.550579662,31.31030041,-100.18817572,9510.8,0.02,15.3,0xb2a
25972.576794519,28.04871479,-98.29438531,182913.31,0.01,23.1,0x32c
25972.628416533,31.36516889,-100.23978958,27232.93,1.69,10.9,0xb2a
25972.655776815,33.67695137,-101.92757744,35686.49,1.04,-8.9,0x82e
25972.663069128,31.28561379,-100.14806167,24585.75,0.6,8.9,0xa2a
25972.709443263,31.23509066,-100.13358353,18285.34,0.08,10.9,0xb2a
25972.850860576,31.54026171,-100.35743036,30461.61,0.61,16.8,0xa68
25972.975802447,31.20405341,-100.06170949,14325.31,0.63,10.3,0xb0a
25972.998513703,31.23246577,-100.1121563,15104.89,0.35,14.0,0xb2a
25973.618382671,32.86017688,-98.36271949,15562.08,0.17,15.3,0xa6e
25973.766676907,33.84499292,-102.00032761,63245.86,0.31,-2.7,0xaa2
25973.92025686,33.71114457,-101.03747861,14864.65,0.24,-1.3,0x30e
25974.619566478,33.59885584,-101.75785269,7345.46,0.81,-9.0,0x1e2
25974.717328098,33.70387771,-101.01079242,16376.98,0.14,-3.3,0x38a
25974.933311484,31.16580608,-100.27772984,16118.53,0.58,11.3,0xb2a
25974.976535057,32.32212769,-99.850617,25336.66,0.36,14.4,0xa4a
25975.032917066,31.21349885,-100.4519062,14866.66,0.07,11.1,0xb2a
25975.05225874,31.85845739,-99.25655736,18306.19,1.31,11.4,0x32a
25975.066053007,31.87708112,-99.20864371,15118.85,0.44,15.6,0x32e
25975.069984063,31.19569405,-100.4641561,8161.23,0.41,11.5,0x32e
25975.070965465,31.85615122,-99.2504106,18135.52,1.04,17.1,0xb2a
25975.074950931,31.89596709,-99.30042854,8212.26,0.95,11.1,0x32a
25975.075729468,31.90694024,-99.32424868,8107.3,1.53,12.1,0x32a
25975.076257322,31.83010066,-99.22579983,11415.78,1.03,12.8,0x32e
25975.087523471,31.12533725,-100.42776034,21695.65,1.09,8.4,0xb22
25975.099173562,31.18819102,-100.27097684,18615.71,0.47,9.3,0xb2a
25975.101453087,31.17463633,-100.2991233,15486.45,0.93,13.1,0xb2a
25975.104577644,31.18119189,-100.27121194,15867.68,0.08,15.4,0x96a
25975.114648918,31.26440514,-100.3386629,20104.26,1.34,8.7,0xb2a
25975.114816192,31.23473201,-100.31528016,8149.73,0.34,15.6,0x32e
25975.123466119,31.13978392,-100.26536552,16445.49,0.44,17.9,0xb2a
25975.134444994,31.85214046,-99.18458143,10380.05,0.12,10.8,0x32a
25975.137309068,31.13955659,-100.27309187,17689.85,0.41,10.8,0xb2a
25975.138484541,31.16986079,-100.2938501,8689.94,0.53,12.4,0x36a
25975.151470272,31.90215363,-99.20946266,9982.05,0.8,11.1,0x32a
25975.286852245,33.57116733,-101.51561612,1100.5,0.39,-2.9,0xb82
25975.340006685,31.16771601,-100.1921936,14362.22,1.29,11.6,0xb2a
25975.345804135,31.9134659,-99.33303241,10138.42,1.29,11.0,0x32a
25975.355614297,33.13061563,-102.79216678,114167.21,0.59,11.3,0x3a2
25975.376572401,31.19432757,-100.46202231,11630.29,0.15,13.1,0xb2c
25975.389854983,31.20699409,-100.22180955,19539.98,0.45,14.2,0xb2a
25975.392348732,31.20136866,-100.46896047,15454.45,0.32,10.3,0x32a
25975.405216297,31.18863724,-100.45888526,15720.89,0.43,10.7,0xb2a
25975.412096705,31.18119649,-100.45524202,10243.57,0.58,10.5,0xb2a
25975.739063045,33.38767159,-101.48690242,147596.61,0.45,19.6,0x694
25975.967511817,33.44293652,-101.88113255,33786.85,0.04,-5.7,0xaa8
25976.116480815,33.29939142,-100.8048526,27720.31,0.83,1.5,0xb22
25976.119212056,33.91362484,-101.71826219,19770.3,0.88,-5.1,0x586
25976.252541478,33.93868357,-102.39167741,76500.03,1.14,-1.4,0xb0c
25976.293302746,33.73915533,-101.20287613,12629.94,0.28,-5.5,0x70a
25976.445722565,33.1408241,-98.33670609,10487.5,0.17,15.0,0x32a
25976.449497339,33.14921684,-98.40765989,9875.22,0.29,12.0,0x32a
25976.506139848,31.73384521,-99.13767677,10845.98,0.68,20.8,0xb2a
25976.507287448,31.78737203,-99.21366244,10839.86,0.37,13.4,0x32e
25976.507444296,31.77576709,-99.19837545,14038.58,0.4,16.8,0xb2a
25976.640275688,31.74755151,-99.20994391,9091.73,0.78,15.1,0x326
25976.933305378,33.67729214,-102.29969576,78745.77,0.14,2.4,0x934
25977.030726226,33.48926107,-101.46833267,50779.46,1.71,3.6,0x31c
25977.161389977,33.9235807,-98.63811326,14749.25,1.12,12.0,0x34a
25977.300655713,33.75724165,-102.22076738,49754.92,0.71,-4.3,0xb30
25977.59959341,33.62071095,-102.03262385,28562.78,1.01,-9.1,0xaa4
25978.289634724,33.25630364,-101.03622016,87090.77,0.0,3.6,0x278
25978.766387808,33.67737265,-101.76321184,31512.93,1.46,-3.5,0x92c
25979.76577127,33.45239581,-102.09768351,59268.54,1.79,-4.2,0xaa4
25980.849996242,33.97072735,-101.87399035,68183.13,1.15,3.3,0x8f0
25982.802664919,33.25193258,-101.72482629,121027.18,0.04,5.9,0x0ce
25982.905390914,33.66257809,-101.81807296,42229.57,0.25,-0.9,0x698
25983.133199468,33.74490802,-101.96653284,21985.34,1.69,-7.6,0xab0
25983.283723055,31.80672397,-99.21392264,15729.36,0.52,12.4,0x32a
25983.285626041,31.80682594,-99.20038002,12926.51,0.7,13.7,0xb2a
25983.406189057,31.84342297,-99.2418424,8704.44,0.19,10.3,0x32a
25983.40762599,31.88183224,-99.29310847,9579.62,1.71,10.6,0x32a
25983.442300683,32.00006128,-99.49966421,30196.36,1.14,17.7,0xa6a
25983.458114146,31.77925602,-99.153397,16341.35,1.02,18.0,0xb6e
25983.46190721,31.89786308,-99.33813737,18353.87,1.05,15.0,0xa2e
25983.464095813,31.79769489,-99.19352004,14573.23,0.28,11.3,0x32a
25983.505283487,31.81142533,-99.25160076,11688.48,0.76,11.0,0x32a
25983.527417029,31.86786781,-99.30751842,8453.32,0.02,11.6,0x22e
25983.621190647,33.66713225,-100.83567208,17171.96,0.56,-1.8,0x34a
25984.20234469,31.10051671,-100.2425943,17804.75,0.0,10.3,0xb2a
25984.231254722,31.05363986,-100.21748893,15685.29,0.27,17.3,0xb6e
25984.264523083,31.08019143,-100.23618538,24014.79,0.01,9.8,0xa2a
25984.309255739,31.08194578,-100.20210428,21078.9,0.18,10.6,0xb2a
25984.361585626,31.24382244,-100.36426831,8956.11,1.03,9.1,0xa2a
25984.398164525,31.09080658,-100.27968376,19256.93,0.06,9.5,0xb2a
25984.401328737,31.1099135,-100.29164675,10185.28,0.1,11.6,0xa2e
25984.483184037,31.1075452,-100.26087589,15779.56,1.02,11.1,0xa2a
25984.494520459,31.06303933,-100.23738673,14208.2,0.03,17.6,0x92c
25984.494998692,31.08220174,-100.24849994,18369.74,0.44,15.7,0xb2a
25984.495907693,31.07126503,-100.24078943,17415.87,0.44,12.3,0xb2a
25984.594199497,31.23935666,-100.24349659,10301.51,0.12,13.7,0xb2e
25984.6155815,31.26767841,-100.28526516,9802.08,1.66,8.7,0xa2a
25984.788958471,31.29441869,-100.26973059,14285.14,0.12,12.3,0xb2e
25984.805045641,31.29908621,-100.29253564,14408.72,0.13,13.7,0xb2e
25984.817098851,31.30072509,-100.24570666,34078.73,0.2,16.0,0xb4c
25984.829637721,33.52537192,-102.07403414,81943.13,0.16,6.2,0x692
25984.860666619,31.3374789,-100.34364724,13212.77,0.47,14.6,0xb2c
25984.89241606,31.370815,-100.24306935,7973.67,1.89,11.8,0xb2a
25984.905993102,31.39043286,-100.24494362,18065.42,0.69,11.4,0xb2a
25984.920614388,31.46295627,-100.27973303,7252.69,1.86,14.9,0x32a
25984.927033339,31.4154916,-100.23639667,11401.81,0.12,10.6,0x32a
25984.93032814,30.03832564,-99.48409461,37153.2,1.84,20.6,0xb28
25985.029371951,31.34318636,-100.30444172,11270.84,0.02,10.6,0x32a
25985.10026887,31.24680973,-100.33770586,18642.13,0.36,12.7,0xb2a
25985.280989285,36.85222606,-102.15735828,369787.07,1.97,12.2,0xa62
25985.282056358,31.93454391,-100.70484232,38357.78,0.12,9.7,0xa0e
25985.282220779,31.39147812,-100.28475723,10965.38,0.19,16.0,0x36a
25985.282957649,33.74027031,-102.11674398,14583.74,0.41,-11.1,0x90e
25985.282990317,32.82516064,-102.67137284,199535.33,0.15,8.1,0xb22
25985.283099664,31.38707765,-100.25255423,27003.4,1.15,8.8,0xb2a
25985.283266891,34.11424422,-102.09739131,18390.73,0.35,-4.7,0xa26
25985.283856101,33.53094115,-102.13873515,16390.45,0.53,-10.4,0xa2a
25985.294837835,32.98699464,-101.21141902,48757.64,1.26,8.5,0x54a
25985.312456037,31.3905631,-100.28430562,12925.35,0.0,11.0,0x32a
25985.376521365,31.3946569,-100.31665467,12851.8,0.14,12.3,0xa2e
25985.382944322,31.3981962,-100.31706319,10532.01,0.09,16.0,0xb6e
25985.389530392,31.48436047,-100.31594907,9764.63,1.02,10.2,0x32a
25985.394839398,31.46685547,-100.31156645,12651.88,0.71,6.7,0xb22
25985.413719425,30.98542716,-100.00041314,50370.29,0.14,15.4,0x32a
25985.42660528,31.27519206,-100.17828243,31363.93,0.05,10.6,0x32a
25985.427013413,31.43619817,-100.28496447,13800.62,0.05,11.2,0xb2a
25985.464547408,31.44605045,-100.31427256,10412.18,0.11,12.3,0xb2e
25985.501809453,34.68353449,-102.44629965,19430.64,1.17,5.7,0x986
25985.878794152,34.59062319,-101.98592748,268975.48,0.0,25.8,0x49c
25985.914864107,33.70558445,-101.91091043,28644.57,1.42,-7.1,0xa34
25985.94854514,33.68176091,-100.86707011,16850.36,0.5,1.8,0x30e
25986.215653382,33.09692964,-101.64179685,142945.74,0.17,15.2,0xad0
25987.164483409,32.60034242,-102.33348207,154215.94,0.17,11.9,0x2b4
25988.591395297,31.7070828,-99.0043656,13480.8,0.68,12.1,0x32a
25988.629513778,31.89304193,-99.26541026,9907.24,0.46,13.1,0x32a
25988.629767602,31.85882436,-99.22056478,14937.42,0.45,14.3,0x32e
25988.633019978,31.87588618,-99.23499544,13636.83,0.1,18.5,0xb2e
25988.642905474,31.87145918,-99.22015137,9027.52,1.99,12.9,0x32a
25988.819277593,31.83458068,-99.12004921,19885.98,0.55,15.2,0xb2a
25988.984741608,31.91067026,-99.25712672,9995.12,0.25,10.8,0x32a
25988.990306927,31.87651825,-99.20701648,9826.03,0.17,14.5,0x32e
25989.003082785,31.91814987,-99.24374166,13253.61,0.28,15.3,0xb2a
25989.682563044,33.35687682,-102.33814507,47678.17,1.09,-4.2,0x9a2
25989.715804551,33.91917448,-101.88501493,92714.33,0.0,0.1,0x82e
25990.499250228,33.54194608,-102.05670416,11339.0,0.73,-3.4,0xb88
25991.566523185,34.30245566,-101.71686257,45883.54,0.15,12.5,0xa34
25991.932624401,33.50483162,-101.73094557,27083.27,0.66,-3.1,0x8b4
25992.743761585,31.31631731,-100.17200799,14226.03,0.04,13.8,0x36e
25992.750700009,31.25632814,-100.1303688,17775.97,0.2,11.0,0xb2a
25992.751021493,31.0108668,-99.94637716,20109.77,1.22,14.3,0xb2e
25992.762240637,31.25378945,-100.12411932,17819.9,0.98,9.8,0xb2a
25992.774749499,31.34420475,-100.1952817,10348.81,0.99,9.2,0xa2a
25992.78771467,31.31294888,-100.19763141,20418.9,0.08,9.9,0x92a
25992.788652618,31.31793471,-100.20295692,15669.58,0.42,11.5,0xb2a
25992.836970578,33.19890708,-98.40858636,13152.05,0.16,13.4,0xb2a
25992.837077341,33.19169314,-98.35644273,12132.7,0.34,15.2,0xb2a
25992.886473119,31.30479383,-100.17514901,15814.85,0.32,10.3,0xb2a
25992.974388918,31.32978164,-100.13421692,12384.61,0.16,17.6,0xb6e
25992.974557564,31.24594334,-100.06389658,41061.8,0.88,14.9,0xb0a
25992.975374835,34.80880898,-101.90371195,55003.63,0.52,3.7,0xd0a
25992.975508625,33.90587348,-101.89527848,12721.63,1.2,-7.0,0xa26
25992.987713493,31.29924065,-100.1931843,13998.48,0.26,11.7,0xb2a
25993.168124933,32.48803971,-100.93818711,32033.48,1.72,8.6,0x94a
25993.192714446,31.42080608,-100.19822333,7877.47,0.81,15.6,0xb2a
25993.278365178,33.20753818,-98.38743417,9651.66,1.8,12.6,0xb2a
25993.30441378,33.18402635,-98.27417852,10553.86,0.29,11.1,0x32a
25993.374812328,31.29277582,-100.1743949,16046.79,0.0,9.7,0xa2a
25993.388786806,31.73167819,-99.09339337,9904.34,1.62,14.2,0x32e
25993.400879236,31.80309816,-99.18476647,17523.13,0.13,10.5,0x32a
25993.405333656,31.8174758,-99.20481974,16183.08,0.32,22.3,0xb2a
25993.458716652,33.09780853,-101.44154605,118859.43,0.22,6.9,0x94c
25993.462617478,31.83961111,-99.21992101,10749.8,0.7,16.3,0x32e
25993.681399815,33.18271671,-101.84593327,52784.99,0.19,0.3,0xa34
25993.848046441,32.95998593,-101.80880907,51270.19,0.71,7.8,0x2b4
25996.166224082,33.53517362,-101.61324652,192679.75,0.04,6.6,0xa8c
25996.666933847,33.4519629,-102.10537629,7763.45,1.65,-1.0,0x98c
25996.801024744,33.43027552,-101.51383254,31514.93,0.77,4.8,0x58c
25997.10004095,33.6087901,-102.01499449,26099.88,1.19,-9.3,0x92c
25997.265974359,33.57460182,-101.79230627,29276.11,0.48,-0.6,0x994
25997.367529144,34.06654941,-101.89527332,66463.87,1.69,-1.9,0xa62
25997.731293163,33.01017734,-98.41066442,33055.01,1.45,11.0,0x32a
25997.733310988,33.03563671,-98.54843429,8613.0,1.46,9.3,0x32a
25998.148706541,31.19816481,-100.27599167,15062.67,0.05,10.9,0xb2a
25998.230274206,31.27539531,-100.25156924,26021.8,1.09,9.7,0xb22
25998.230689203,31.1561309,-100.3042689,19381.35,0.05,8.6,0xb2a
25998.243808023,31.19942405,-100.18503788,8638.95,0.4,18.0,0xb28
25998.250212759,31.26491996,-100.39339959,56079.07,1.22,11.1,0x926
25998.259869987,31.21904704,-100.18608459,21719.19,0.53,10.8,0xb2a
25998.292803661,31.14112321,-100.29297702,14782.27,0.17,19.4,0xb6e
25998.295929653,31.21074293,-100.36429599,20272.64,0.7,12.7,0xb2a
25998.309639619,30.96749523,-100.19348714,90295.46,0.16,12.5,0x90e
25998.314027406,31.11334502,-100.27431855,11266.48,1.15,9.7,0xb2a
25998.385359461,31.20088816,-100.31189919,16783.55,0.45,13.5,0xb2a
25998.389882145,31.24074177,-100.33542082,12289.12,0.25,11.4,0xb2a
25998.401283337,31.14187928,-100.17469983,15096.65,0.1,10.0,0xb2a
25998.421327108,31.25783259,-100.3028388,24853.96,0.49,8.6,0xb2a
25998.423822968,31.22408527,-100.38811701,42283.74,0.3,19.2,0xb28
25998.424529588,33.06439589,-101.60141839,56574.32,0.14,7.0,0x94c
25998.54378036,31.26088267,-100.23534254,13310.59,1.05,15.1,0xb2a
25998.845500583,33.70049212,-101.95424826,10443.16,1.12,-7.1,0xd0c
25998.84975513,31.89551714,-99.2718111,10406.68,0.24,10.1,0x32a
25998.850171678,33.03699395,-101.16046647,19606.27,0.74,3.2,0x98c
25998.867386127,33.7329885,-101.16202806,13092.45,0.87,-2.8,0x38a
25998.878391426,31.92900796,-99.3328671,8208.85,0.99,14.7,0x32a
25998.894865542,31.87792743,-99.26393703,19543.77,0.73,17.8,0xb2a
25998.915560908,31.857191,-99.25489864,15673.81,0.33,16.1,0xb2a
25998.9185669,31.8646992,-99.26669092,9045.59,0.76,19.1,0xb2a
25998.920099995,33.22331797,-98.56215817,24557.24,1.88,9.7,0x32a
25998.982291893,31.88832765,-99.20889587,12485.15,0.06,18.3,0xb6e
